Date,Store,Category,Sales,Units_Sold,Promotion
24-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5520.15,22,0
24-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4063.05,16,0
24-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,3708.8,14,0
24-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,4470.3,17,0
24-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,4605.3,18,0
24-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3954.8,15,1
24-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4375.3,17,0
24-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4787.05,19,0
24-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4938.45,19,0
25-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4352.2,17,0
25-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5298.8,21,0
25-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4163.35,16,0
25-11-2022,KPN Fresh Giri Nagar,Frozen Foods,4649.9,18,0
25-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4170.4,16,1
25-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4669.7,18,0
25-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5361.95,21,0
25-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4171.35,16,0
25-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4318.75,17,0
25-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4269.15,17,0
25-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,4475.6,17,0
25-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,4183,16,0
25-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4248.55,16,0
25-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4754.55,19,0
25-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4528,18,0
25-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5119.5,20,1
26-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5404,21,0
26-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4330.4,17,1
26-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4792.8,19,0
26-11-2022,KPN Fresh Giri Nagar,Frozen Foods,5305.45,21,0
26-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4459.65,17,0
26-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4874.1,19,1
26-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4837.3,19,1
26-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4480.8,17,0
26-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5298,21,0
26-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5453.9,21,0
26-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,4990.85,19,0
26-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,4624.8,18,1
26-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4286,17,1
26-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4722.5,18,0
26-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4856.7,19,0
26-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4591.2,18,0
27-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4546.55,18,1
27-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4841.2,19,0
27-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4331.85,17,0
27-11-2022,KPN Fresh Giri Nagar,Frozen Foods,4578.25,18,0
27-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4779.2,19,0
27-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4842.95,19,0
27-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4754.85,19,0
27-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4469.45,17,0
27-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4473.05,17,0
27-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4267.2,17,0
27-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,5284.3,21,1
27-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,5827,23,0
27-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3729.55,14,0
27-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5445.1,21,0
27-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5269.4,21,0
27-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4474.25,17,0
28-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,3885.7,15,1
28-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,3987.8,15,0
28-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4677.55,18,1
28-11-2022,KPN Fresh Giri Nagar,Frozen Foods,4515.6,18,0
28-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,3749.95,14,0
28-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4178.4,16,0
28-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4236,16,0
28-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4332.85,17,0
28-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,3635.2,14,0
28-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4688.9,18,0
28-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,5096.55,20,0
28-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,3728.4,14,0
28-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4292.35,17,0
28-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4060.65,16,0
28-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4132.55,16,0
28-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3147.7,12,0
29-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4733.3,18,0
29-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5221.55,20,0
29-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4449.6,17,0
29-11-2022,KPN Fresh Giri Nagar,Frozen Foods,4907,19,0
29-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4403.8,17,0
29-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4402.85,17,0
29-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5122.5,20,0
29-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4059.5,16,0
29-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5376.9,21,1
29-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5364.15,21,0
29-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,4713.75,18,0
29-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,4391.8,17,0
29-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4818,19,0
29-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4933.35,19,0
29-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4579.25,18,1
29-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4955.6,19,0
30-11-2022,KPN Fresh Giri Nagar,Fruits and vegetables,3760.65,15,0
30-11-2022,KPN Fresh Giri Nagar,Dairy & Eggs,3132.05,12,0
30-11-2022,KPN Fresh Giri Nagar,Staples & Grains,4268.2,17,0
30-11-2022,KPN Fresh Giri Nagar,Frozen Foods,4544.2,18,0
30-11-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4516.95,18,1
30-11-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4226.75,16,1
30-11-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4968.15,19,0
30-11-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4322.5,17,0
30-11-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4151.4,16,0
30-11-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4877.95,19,0
30-11-2022,KPN Fresh J.P.Nagar,Staples & Grains,4584.85,18,0
30-11-2022,KPN Fresh J.P.Nagar,Frozen Foods,4747.55,18,0
30-11-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4540.9,18,0
30-11-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4416.1,17,0
30-11-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4920.75,19,1
30-11-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4557.95,18,0
01-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4352.3,17,0
01-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4249.85,16,0
01-12-2022,KPN Fresh Giri Nagar,Staples & Grains,5425.3,21,0
01-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4223.45,16,0
01-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5406.25,21,1
01-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5003.6,20,0
01-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4727.9,18,0
01-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,3789.3,15,0
01-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4778.15,19,0
01-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4301.35,17,0
01-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5387.35,21,1
01-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4385.65,17,0
01-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4498.2,17,0
01-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4453.05,17,1
01-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5291.95,21,1
01-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3938.95,15,0
02-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4358.55,17,0
02-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4597.4,18,0
02-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4004.3,16,0
02-12-2022,KPN Fresh Giri Nagar,Frozen Foods,3896.1,15,0
02-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4418.55,17,1
02-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4581.25,18,0
02-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4826,19,0
02-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4715.85,18,0
02-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4822.55,19,0
02-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4579.85,18,0
02-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5081.45,20,0
02-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4539.85,18,0
02-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5032.15,20,1
02-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4852.25,19,0
02-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4763.8,19,0
02-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5219.75,20,0
03-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5230.3,20,1
03-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4749.85,18,0
03-12-2022,KPN Fresh Giri Nagar,Staples & Grains,5766.05,23,0
03-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4488.8,17,0
03-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5224.05,20,0
03-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4110.65,16,1
03-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5473.25,21,0
03-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4793.8,19,0
03-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4784.45,19,0
03-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4070.5,16,0
03-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4356.25,17,0
03-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4814.75,19,0
03-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4227.1,16,0
03-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4344.3,17,1
03-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5050.75,20,0
03-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4752.35,19,1
04-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4788.25,19,0
04-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4313.35,17,0
04-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4909.7,19,0
04-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4585.85,18,0
04-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4723.95,18,1
04-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4909.15,19,0
04-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5380.4,21,0
04-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4581.3,18,1
04-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4842.35,19,1
04-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,3841.65,15,0
04-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5239.45,20,0
04-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4763.65,19,1
04-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5000.8,20,0
04-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5338.35,21,1
04-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3929.35,15,0
04-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4609.75,18,1
05-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5522.05,22,0
05-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5070.35,20,0
05-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4806.45,19,0
05-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4455.7,17,0
05-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4548.2,18,0
05-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4325.55,17,0
05-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5223.2,20,0
05-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4885.3,19,0
05-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,3969.5,15,1
05-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4706.8,18,1
05-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4623.35,18,0
05-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4920.15,19,1
05-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5562.9,22,1
05-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,3790.8,15,1
05-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4177.9,16,0
05-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,3587.05,14,0
06-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5346.8,21,0
06-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4314.25,17,0
06-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4076.75,16,0
06-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4379.55,17,1
06-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5893.1,23,1
06-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5570.35,22,0
06-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4434,17,0
06-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4451.7,17,0
06-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5515.8,22,0
06-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,3713.15,14,1
06-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4224.15,16,0
06-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4256.65,17,0
06-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5527.7,22,0
06-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5040.35,20,0
06-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4381.6,17,0
06-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4441,17,0
07-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,3565,14,1
07-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4710.45,18,0
07-12-2022,KPN Fresh Giri Nagar,Staples & Grains,5828.4,23,0
07-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4815.45,19,0
07-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5357.4,21,0
07-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,6090.1,24,1
07-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,3813.5,15,0
07-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4682.9,18,0
07-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4258.2,17,0
07-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5130.9,20,0
07-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4801.25,19,0
07-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,6013.75,24,0
07-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5148.15,20,0
07-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4745.1,18,0
07-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5155.15,20,1
07-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4656.15,18,0
08-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5401,21,0
08-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4013.1,16,0
08-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4835.75,19,0
08-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4872.7,19,0
08-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4498.95,17,1
08-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5211.75,20,0
08-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4437.2,17,0
08-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5041.15,20,1
08-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5722.3,22,0
08-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5545.25,22,1
08-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4685.45,18,1
08-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,5155.75,20,0
08-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5728.05,22,0
08-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5205.55,20,0
08-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5497.8,21,0
08-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4909.95,19,0
09-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4937.45,19,0
09-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5202.35,20,0
09-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4967.55,19,0
09-12-2022,KPN Fresh Giri Nagar,Frozen Foods,5071.6,20,0
09-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5050.15,20,0
09-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,3932.95,15,0
09-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4429.4,17,0
09-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4440.2,17,0
09-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4411.65,17,0
09-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4828.35,19,1
09-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4953.65,19,0
09-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4945.15,19,1
09-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5053.9,20,0
09-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,5233.4,20,1
09-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,3769.85,15,0
09-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4950.75,19,0
10-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5177.05,20,0
10-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4383.3,17,0
10-12-2022,KPN Fresh Giri Nagar,Staples & Grains,5435,21,0
10-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4552.1,18,0
10-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5097.45,20,1
10-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5223.25,20,0
10-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4436.5,17,0
10-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4821.9,19,1
10-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,3898.6,15,0
10-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5215.65,20,0
10-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5129.9,20,0
10-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,5303.55,21,0
10-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4687.1,18,0
10-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4889.15,19,0
10-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5025.65,20,0
10-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5200.15,20,0
11-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4654.7,18,1
11-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4412.75,17,0
11-12-2022,KPN Fresh Giri Nagar,Staples & Grains,5376.85,21,1
11-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4996.45,19,0
11-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4378.15,17,0
11-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4717.75,18,0
11-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5306.45,21,0
11-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5094.15,20,0
11-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5377.5,21,0
11-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4840.25,19,0
11-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5278.9,21,1
11-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,5119.35,20,0
11-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4348.25,17,0
11-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4934.85,19,1
11-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5083.05,20,0
11-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4847.65,19,1
12-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4730.75,18,0
12-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4106.15,16,0
12-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4319.85,17,0
12-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4769.5,19,0
12-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4625.1,18,1
12-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4127.45,16,0
12-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,5820.85,23,0
12-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,5422.25,21,0
12-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,5195.5,20,1
12-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,5290.5,21,0
12-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,5798.3,23,0
12-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,5396.5,21,0
12-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,5088.5,20,0
12-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,6115.25,24,1
12-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5709.2,22,0
12-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,5232.65,20,0
13-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5274.55,21,0
13-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5039.85,20,0
13-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4821.8,19,0
13-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4811.5,19,0
13-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,4744.1,18,0
13-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,5086.25,20,0
13-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4826.1,19,0
13-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4592.6,18,0
13-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4473.05,17,0
13-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,3847.25,15,0
13-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4307.75,17,0
13-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,4597.65,18,1
13-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,3858.65,15,0
13-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4764.45,19,0
13-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,4335.15,17,0
13-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4944.9,19,0
14-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,4113.05,16,0
14-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,4775.45,19,0
14-12-2022,KPN Fresh Giri Nagar,Staples & Grains,4708.65,18,0
14-12-2022,KPN Fresh Giri Nagar,Frozen Foods,4766.6,19,0
14-12-2022,KPN Fresh R.R.Nagar-,Fruits and vegetables,5018.35,20,0
14-12-2022,KPN Fresh R.R.Nagar-,Dairy & Eggs,4025.4,16,0
14-12-2022,KPN Fresh R.R.Nagar-,Staples & Grains,4707.3,18,0
14-12-2022,KPN Fresh R.R.Nagar-,Frozen Foods,4891.6,19,0
14-12-2022,KPN Fresh J.P.Nagar,Fruits and vegetables,4698.7,18,0
14-12-2022,KPN Fresh J.P.Nagar,Dairy & Eggs,4663.2,18,0
14-12-2022,KPN Fresh J.P.Nagar,Staples & Grains,4089.15,16,0
14-12-2022,KPN Fresh J.P.Nagar,Frozen Foods,5011.9,20,0
14-12-2022,KPN Fresh BTM Layout (2nd Stage),Fruits and vegetables,4094.75,16,0
14-12-2022,KPN Fresh BTM Layout (2nd Stage),Dairy & Eggs,4680.4,18,0
14-12-2022,KPN Fresh BTM Layout (2nd Stage),Staples & Grains,5691.5,22,1
14-12-2022,KPN Fresh BTM Layout (2nd Stage),Frozen Foods,4663.7,18,0
15-12-2022,KPN Fresh Giri Nagar,Fruits and vegetables,5203.45,20,0
15-12-2022,KPN Fresh Giri Nagar,Dairy & Eggs,5315.55,21,0
